Intervalo_N,Timestamp_Fim,Duracao_Min,H1_Vrms,H2_Vrms,H3_Vrms,H4_Vrms,H5_Vrms,H6_Vrms,H7_Vrms,H8_Vrms,H9_Vrms,H10_Vrms,H11_Vrms,H12_Vrms,H13_Vrms,H14_Vrms,H15_Vrms,H16_Vrms,H17_Vrms,H18_Vrms,H19_Vrms,H20_Vrms,H21_Vrms,H22_Vrms,H23_Vrms,H24_Vrms,H25_Vrms,H26_Vrms,H27_Vrms,H28_Vrms,H29_Vrms,H30_Vrms,H31_Vrms,H32_Vrms,H33_Vrms,H34_Vrms,H35_Vrms,H36_Vrms,H37_Vrms,H38_Vrms,H39_Vrms,H40_Vrms
1,2025-10-16 17:09:35,10,126.93771146021156,0.009440253106770878,0.011627669033723908,0.007433226939584608,0.016455765182918986,0.0066462618002432776,0.012591737307319226,0.006365452185700555,0.007460214809340859,0.005791597162957529,0.011646230192768576,0.005611600530582368,0.006816227709174541,0.005313414510188529,0.011960719664089691,0.004724542007913043,0.008518947709773768,0.004334060598377727,0.004853225057956203,0.004088258240541679,0.004213337008700778,0.0037792335082656846,0.006061804809352806,0.0036576518664059275,0.00482291237867589,0.006670987878516985,0.007640959594974814,0.003422789531978136,0.0033512659225348605,0.0031079267554993007,0.006113972701252199,0.0031957102486514593,0.006966322325132997,0.004639772678422899,0.0035121877131968292,0.0029319854337729666,0.0030724726529975464,0.0030495204660862963,0.004053864380382636,0.0029066673030655877
