Timestamp,V_True_RMS
2025-10-16T16:14:05.343629,126.7767
2025-10-16T16:14:05.360296,126.7891
2025-10-16T16:14:05.376963,126.7927
2025-10-16T16:14:05.393629,126.7605
2025-10-16T16:14:05.410296,126.7560
2025-10-16T16:14:05.426963,126.8026
2025-10-16T16:14:05.443629,126.7989
2025-10-16T16:14:05.460296,126.7828
2025-10-16T16:14:05.476963,126.7781
2025-10-16T16:14:05.493629,126.8038
2025-10-16T16:14:05.510296,126.8022
2025-10-16T16:14:05.526963,126.7870
2025-10-16T16:14:05.543629,126.8098
2025-10-16T16:14:05.560296,126.7936
2025-10-16T16:14:05.576963,126.8193
2025-10-16T16:14:05.593629,126.7786
2025-10-16T16:14:05.610296,126.7925
2025-10-16T16:14:05.626963,126.8045
2025-10-16T16:14:05.643629,126.7897
2025-10-16T16:14:05.660296,126.8391
2025-10-16T16:14:05.676963,126.8215
2025-10-16T16:14:05.693629,126.7946
2025-10-16T16:14:05.710296,126.8027
2025-10-16T16:14:05.726963,126.8168
2025-10-16T16:14:05.743629,126.8184
2025-10-16T16:14:05.760296,126.7957
2025-10-16T16:14:05.776963,126.7886
2025-10-16T16:14:05.793629,126.7773
2025-10-16T16:14:05.810296,139.2500
2025-10-16T16:14:05.826963,140.0789
2025-10-16T16:14:05.843629,140.0824
2025-10-16T16:14:05.860296,140.1112
2025-10-16T16:14:05.876963,140.1081
2025-10-16T16:14:05.893629,140.0850
2025-10-16T16:14:05.910296,140.1113
2025-10-16T16:14:05.926963,140.1040
2025-10-16T16:14:05.943629,140.0896
2025-10-16T16:14:05.960296,140.1027
2025-10-16T16:14:05.976963,140.0876
2025-10-16T16:14:05.993629,140.0902
2025-10-16T16:14:06.010296,140.1027
2025-10-16T16:14:06.026963,140.0958
2025-10-16T16:14:06.043629,140.1269
2025-10-16T16:14:06.060296,140.0746
2025-10-16T16:14:06.076963,140.0849
2025-10-16T16:14:06.093629,140.0940
2025-10-16T16:14:06.110296,140.1047
2025-10-16T16:14:06.126963,140.1020
2025-10-16T16:14:06.143629,140.1061
2025-10-16T16:14:06.160296,140.1075
2025-10-16T16:14:06.176963,140.0871
2025-10-16T16:14:06.193629,140.0747
2025-10-16T16:14:06.210296,140.0853
2025-10-16T16:14:06.226963,140.1101
2025-10-16T16:14:06.243629,140.1119
2025-10-16T16:14:06.260296,140.0803
2025-10-16T16:14:06.276963,140.1223
2025-10-16T16:14:06.293629,140.0870
2025-10-16T16:14:06.310296,140.0933
2025-10-16T16:14:06.326963,140.1024
2025-10-16T16:14:06.343629,140.1153
2025-10-16T16:14:06.360296,140.1103
2025-10-16T16:14:06.376963,140.0973
2025-10-16T16:14:06.393629,140.1044
2025-10-16T16:14:06.410296,140.1003
2025-10-16T16:14:06.426963,140.0780
2025-10-16T16:14:06.443629,140.1049
2025-10-16T16:14:06.460296,140.1205
2025-10-16T16:14:06.476963,140.1118
2025-10-16T16:14:06.493629,140.1073
2025-10-16T16:14:06.510296,140.0871
2025-10-16T16:14:06.526963,140.1019
2025-10-16T16:14:06.543629,140.1165
2025-10-16T16:14:06.560296,140.1157
2025-10-16T16:14:06.576963,140.1215
2025-10-16T16:14:06.593629,140.0886
2025-10-16T16:14:06.610296,140.0898
2025-10-16T16:14:06.626963,140.1221
2025-10-16T16:14:06.643629,140.1180
2025-10-16T16:14:06.660296,140.1085
2025-10-16T16:14:06.676963,140.1128
2025-10-16T16:14:06.693629,140.1201
2025-10-16T16:14:06.710296,140.1238
2025-10-16T16:14:06.726963,140.1088
2025-10-16T16:14:06.743629,140.0886
2025-10-16T16:14:06.760296,140.1210
2025-10-16T16:14:06.776963,140.1100
2025-10-16T16:14:06.793629,140.1027
2025-10-16T16:14:06.810296,127.8028
2025-10-16T16:14:06.826963,126.8034
2025-10-16T16:14:06.843629,126.8038
2025-10-16T16:14:06.860296,126.7972
2025-10-16T16:14:06.876963,126.8061
2025-10-16T16:14:06.893629,126.7941
2025-10-16T16:14:06.910296,126.7890
2025-10-16T16:14:06.926963,126.8008
2025-10-16T16:14:06.943629,126.8105
2025-10-16T16:14:06.960296,126.8008
2025-10-16T16:14:06.976963,126.8029
2025-10-16T16:14:06.993629,126.8275
2025-10-16T16:14:07.010296,126.8593
2025-10-16T16:14:07.026963,126.8311
2025-10-16T16:14:07.043629,126.8230
2025-10-16T16:14:07.060296,126.8082
2025-10-16T16:14:07.076963,126.8235
2025-10-16T16:14:07.093629,126.8166
2025-10-16T16:14:07.110296,126.8150
2025-10-16T16:14:07.126963,126.8232
2025-10-16T16:14:07.143629,126.8077
2025-10-16T16:14:07.160296,126.8106
2025-10-16T16:14:07.176963,126.8145
2025-10-16T16:14:07.193629,126.8049
2025-10-16T16:14:07.210296,126.8367
2025-10-16T16:14:07.226963,126.8336
2025-10-16T16:14:07.243629,126.7976
2025-10-16T16:14:07.260296,126.8183
2025-10-16T16:14:07.276963,126.8212
2025-10-16T16:14:07.293629,126.8324
