Timestamp,V_True_RMS
2025-10-16T16:51:29.251646,109.9241
2025-10-16T16:51:29.268312,109.9143
2025-10-16T16:51:29.284979,109.9407
2025-10-16T16:51:29.301646,109.9598
2025-10-16T16:51:29.318312,109.9595
2025-10-16T16:51:29.334979,109.9587
2025-10-16T16:51:29.351646,109.9600
2025-10-16T16:51:29.368312,109.9397
2025-10-16T16:51:29.384979,109.9587
2025-10-16T16:51:29.401646,109.9637
2025-10-16T16:51:29.418312,109.9446
2025-10-16T16:51:29.434979,109.9246
2025-10-16T16:51:29.451646,109.8972
2025-10-16T16:51:29.468312,109.9668
2025-10-16T16:51:29.484979,109.9140
2025-10-16T16:51:29.501646,109.9241
2025-10-16T16:51:29.518312,109.9413
2025-10-16T16:51:29.534979,109.9282
2025-10-16T16:51:29.551646,109.9390
2025-10-16T16:51:29.568312,109.9372
2025-10-16T16:51:29.584979,109.9300
2025-10-16T16:51:29.601646,109.9130
2025-10-16T16:51:29.618312,109.9520
2025-10-16T16:51:29.634979,109.9312
2025-10-16T16:51:29.651646,109.9050
2025-10-16T16:51:29.668312,109.9384
2025-10-16T16:51:29.684979,109.9214
2025-10-16T16:51:29.701646,109.9299
2025-10-16T16:51:29.718312,109.9334
2025-10-16T16:51:29.734979,109.9653
2025-10-16T16:51:29.751646,109.9162
2025-10-16T16:51:29.768312,109.9536
2025-10-16T16:51:29.784979,109.9184
2025-10-16T16:51:29.801646,109.9334
2025-10-16T16:51:29.818312,109.9469
2025-10-16T16:51:29.834979,109.9580
2025-10-16T16:51:29.851646,109.9622
2025-10-16T16:51:29.868312,109.9384
2025-10-16T16:51:29.884979,109.9323
2025-10-16T16:51:29.901646,109.9429
2025-10-16T16:51:29.918312,109.9507
2025-10-16T16:51:29.934979,109.9649
2025-10-16T16:51:29.951646,109.9503
2025-10-16T16:51:29.968312,109.9220
2025-10-16T16:51:29.984979,109.9280
2025-10-16T16:51:30.001646,109.9314
2025-10-16T16:51:30.018312,109.9514
2025-10-16T16:51:30.034979,109.9388
2025-10-16T16:51:30.051646,109.9497
2025-10-16T16:51:30.068312,109.8937
2025-10-16T16:51:30.084979,109.9076
2025-10-16T16:51:30.101646,109.9386
2025-10-16T16:51:30.118312,109.9374
2025-10-16T16:51:30.134979,109.9446
2025-10-16T16:51:30.151646,109.9211
2025-10-16T16:51:30.168312,109.9189
2025-10-16T16:51:30.184979,109.8890
2025-10-16T16:51:30.201646,109.9474
2025-10-16T16:51:30.218312,109.9331
2025-10-16T16:51:30.234979,109.9259
2025-10-16T16:51:30.251646,109.9601
2025-10-16T16:51:30.268312,109.9414
2025-10-16T16:51:30.284979,109.9383
2025-10-16T16:51:30.301646,109.9554
2025-10-16T16:51:30.318312,109.9183
2025-10-16T16:51:30.334979,109.9198
2025-10-16T16:51:30.351646,109.9460
2025-10-16T16:51:30.368312,109.9100
2025-10-16T16:51:30.384979,109.9478
2025-10-16T16:51:30.401646,109.9351
2025-10-16T16:51:30.418312,109.9423
2025-10-16T16:51:30.434979,109.9276
2025-10-16T16:51:30.451646,109.9027
2025-10-16T16:51:30.468312,109.9596
2025-10-16T16:51:30.484979,109.9280
2025-10-16T16:51:30.501646,109.9294
2025-10-16T16:51:30.518312,109.9584
2025-10-16T16:51:30.534979,109.9208
2025-10-16T16:51:30.551646,109.9444
2025-10-16T16:51:30.568312,109.9564
2025-10-16T16:51:30.584979,109.9469
2025-10-16T16:51:30.601646,109.8910
2025-10-16T16:51:30.618312,109.9186
2025-10-16T16:51:30.634979,109.9476
2025-10-16T16:51:30.651646,109.9323
2025-10-16T16:51:30.668312,109.9557
2025-10-16T16:51:30.684979,109.9517
2025-10-16T16:51:30.701646,109.9109
2025-10-16T16:51:30.718312,109.9362
2025-10-16T16:51:30.734979,109.9478
2025-10-16T16:51:30.751646,109.9230
2025-10-16T16:51:30.768312,109.9056
2025-10-16T16:51:30.784979,109.9327
2025-10-16T16:51:30.801646,109.9466
2025-10-16T16:51:30.818312,109.9535
2025-10-16T16:51:30.834979,109.9363
2025-10-16T16:51:30.851646,109.9116
2025-10-16T16:51:30.868312,109.9524
2025-10-16T16:51:30.884979,109.9110
2025-10-16T16:51:30.901646,109.9465
2025-10-16T16:51:30.918312,109.9370
2025-10-16T16:51:30.934979,109.9244
2025-10-16T16:51:30.951646,109.9307
2025-10-16T16:51:30.968312,109.8908
2025-10-16T16:51:30.984979,109.9478
2025-10-16T16:51:31.001646,109.9173
2025-10-16T16:51:31.018312,109.9676
2025-10-16T16:51:31.034979,109.9622
2025-10-16T16:51:31.051646,109.9004
2025-10-16T16:51:31.068312,109.9174
2025-10-16T16:51:31.084979,109.9275
2025-10-16T16:51:31.101646,109.9291
2025-10-16T16:51:31.118312,109.9705
2025-10-16T16:51:31.134979,109.9617
2025-10-16T16:51:31.151646,109.9473
2025-10-16T16:51:31.168312,109.9561
2025-10-16T16:51:31.184979,109.9334
2025-10-16T16:51:31.201646,109.8951
2025-10-16T16:51:31.218312,109.8935
2025-10-16T16:51:31.234979,109.9420
2025-10-16T16:51:31.251646,109.9410
2025-10-16T16:51:31.268312,109.9228
2025-10-16T16:51:31.284979,109.9051
2025-10-16T16:51:31.301646,109.8974
2025-10-16T16:51:31.318312,109.9090
2025-10-16T16:51:31.334979,109.9346
2025-10-16T16:51:31.351646,109.9293
2025-10-16T16:51:31.368312,109.9217
2025-10-16T16:51:31.384979,109.9532
2025-10-16T16:51:31.401646,109.9219
2025-10-16T16:51:31.418312,109.9544
2025-10-16T16:51:31.434979,109.9154
2025-10-16T16:51:31.451646,109.9179
2025-10-16T16:51:31.468312,109.9549
2025-10-16T16:51:31.484979,109.9316
2025-10-16T16:51:31.501646,109.9474
2025-10-16T16:51:31.518312,109.9246
2025-10-16T16:51:31.534979,109.9568
2025-10-16T16:51:31.551646,109.9451
2025-10-16T16:51:31.568312,109.9398
2025-10-16T16:51:31.584979,109.9294
2025-10-16T16:51:31.601646,109.9268
2025-10-16T16:51:31.618312,109.9534
2025-10-16T16:51:31.634979,109.9373
2025-10-16T16:51:31.651646,109.9217
2025-10-16T16:51:31.668312,109.9092
2025-10-16T16:51:31.684979,109.9588
2025-10-16T16:51:31.701646,109.9491
2025-10-16T16:51:31.718312,109.9140
2025-10-16T16:51:31.734979,109.9279
2025-10-16T16:51:31.751646,109.9455
2025-10-16T16:51:31.768312,109.9448
2025-10-16T16:51:31.784979,109.9328
2025-10-16T16:51:31.801646,109.9515
2025-10-16T16:51:31.818312,109.9257
2025-10-16T16:51:31.834979,109.9170
2025-10-16T16:51:31.851646,109.9566
2025-10-16T16:51:31.868312,109.9390
2025-10-16T16:51:31.884979,109.9466
2025-10-16T16:51:31.901646,109.9363
2025-10-16T16:51:31.918312,109.9341
2025-10-16T16:51:31.934979,109.9596
2025-10-16T16:51:31.951646,109.9262
2025-10-16T16:51:31.968312,109.9487
2025-10-16T16:51:31.984979,109.9537
2025-10-16T16:51:32.001646,109.9238
2025-10-16T16:51:32.018312,109.9402
2025-10-16T16:51:32.034979,109.9355
2025-10-16T16:51:32.051646,109.9237
2025-10-16T16:51:32.068312,109.9203
2025-10-16T16:51:32.084979,109.9242
2025-10-16T16:51:32.101646,109.9351
2025-10-16T16:51:32.118312,109.9093
2025-10-16T16:51:32.134979,109.9206
2025-10-16T16:51:32.151646,109.9314
2025-10-16T16:51:32.168312,109.8882
2025-10-16T16:51:32.184979,109.9523
2025-10-16T16:51:32.201646,109.9130
2025-10-16T16:51:32.218312,109.9417
2025-10-16T16:51:32.234979,109.9239
2025-10-16T16:51:32.251646,109.9403
2025-10-16T16:51:32.268312,109.9067
2025-10-16T16:51:32.284979,109.9225
2025-10-16T16:51:32.301646,109.9171
2025-10-16T16:51:32.318312,109.9210
2025-10-16T16:51:32.334979,109.9184
2025-10-16T16:51:32.351646,109.9508
2025-10-16T16:51:32.368312,109.9411
2025-10-16T16:51:32.384979,109.9650
2025-10-16T16:51:32.401646,109.9315
2025-10-16T16:51:32.418312,109.9260
2025-10-16T16:51:32.434979,109.9450
2025-10-16T16:51:32.451646,109.9348
2025-10-16T16:51:32.468312,109.8992
2025-10-16T16:51:32.484979,109.9258
2025-10-16T16:51:32.501646,109.9373
2025-10-16T16:51:32.518312,109.9296
2025-10-16T16:51:32.534979,109.9318
2025-10-16T16:51:32.551646,109.9075
2025-10-16T16:51:32.568312,109.9307
2025-10-16T16:51:32.584979,109.9205
2025-10-16T16:51:32.601646,109.9237
2025-10-16T16:51:32.618312,109.9067
2025-10-16T16:51:32.634979,109.9704
2025-10-16T16:51:32.651646,109.9416
2025-10-16T16:51:32.668312,109.9381
2025-10-16T16:51:32.684979,109.9740
2025-10-16T16:51:32.701646,109.9379
2025-10-16T16:51:32.718312,109.9317
2025-10-16T16:51:32.734979,109.9654
2025-10-16T16:51:32.751646,109.9525
2025-10-16T16:51:32.768312,109.9234
2025-10-16T16:51:32.784979,109.9198
2025-10-16T16:51:32.801646,109.9248
2025-10-16T16:51:32.818312,109.9341
2025-10-16T16:51:32.834979,109.9242
2025-10-16T16:51:32.851646,109.9414
2025-10-16T16:51:32.868312,109.9410
2025-10-16T16:51:32.884979,109.8988
2025-10-16T16:51:32.901646,109.9318
2025-10-16T16:51:32.918312,109.9264
2025-10-16T16:51:32.934979,109.9474
2025-10-16T16:51:32.951646,109.9325
2025-10-16T16:51:32.968312,109.9509
2025-10-16T16:51:32.984979,109.9104
2025-10-16T16:51:33.001646,109.9299
2025-10-16T16:51:33.018312,109.9403
2025-10-16T16:51:33.034979,109.9228
2025-10-16T16:51:33.051646,109.9076
2025-10-16T16:51:33.068312,109.9371
2025-10-16T16:51:33.084979,109.9138
2025-10-16T16:51:33.101646,109.9207
2025-10-16T16:51:33.118312,109.9357
2025-10-16T16:51:33.134979,109.9294
2025-10-16T16:51:33.151646,109.9357
2025-10-16T16:51:33.168312,109.9585
2025-10-16T16:51:33.184979,109.9499
2025-10-16T16:51:33.201646,109.9217
2025-10-16T16:51:33.218312,109.9280
2025-10-16T16:51:33.234979,109.9495
2025-10-16T16:51:33.251646,109.9547
2025-10-16T16:51:33.268312,109.9339
2025-10-16T16:51:33.284979,109.9316
2025-10-16T16:51:33.301646,109.9173
2025-10-16T16:51:33.318312,109.9562
2025-10-16T16:51:33.334979,109.9531
2025-10-16T16:51:33.351646,109.9254
2025-10-16T16:51:33.368312,109.9091
2025-10-16T16:51:33.384979,109.9133
2025-10-16T16:51:33.401646,109.9370
2025-10-16T16:51:33.418312,109.9357
2025-10-16T16:51:33.434979,109.9423
2025-10-16T16:51:33.451646,109.8975
2025-10-16T16:51:33.468312,109.9385
2025-10-16T16:51:33.484979,109.9343
2025-10-16T16:51:33.501646,109.9142
2025-10-16T16:51:33.518312,109.8979
2025-10-16T16:51:33.534979,109.9264
2025-10-16T16:51:33.551646,109.9082
2025-10-16T16:51:33.568312,109.9267
2025-10-16T16:51:33.584979,109.9370
2025-10-16T16:51:33.601646,109.8855
2025-10-16T16:51:33.618312,109.9333
2025-10-16T16:51:33.634979,109.9163
2025-10-16T16:51:33.651646,109.8934
2025-10-16T16:51:33.668312,109.9100
2025-10-16T16:51:33.684979,109.9112
2025-10-16T16:51:33.701646,109.9198
2025-10-16T16:51:33.718312,109.9502
2025-10-16T16:51:33.734979,109.9466
2025-10-16T16:51:33.751646,109.9309
2025-10-16T16:51:33.768312,109.9254
2025-10-16T16:51:33.784979,109.9531
2025-10-16T16:51:33.801646,109.9073
2025-10-16T16:51:33.818312,109.9289
2025-10-16T16:51:33.834979,109.9393
2025-10-16T16:51:33.851646,109.9055
2025-10-16T16:51:33.868312,109.9143
2025-10-16T16:51:33.884979,109.9578
2025-10-16T16:51:33.901646,109.9223
2025-10-16T16:51:33.918312,109.9024
2025-10-16T16:51:33.934979,109.9265
2025-10-16T16:51:33.951646,109.9603
2025-10-16T16:51:33.968312,109.9240
2025-10-16T16:51:33.984979,109.9238
2025-10-16T16:51:34.001646,109.9212
2025-10-16T16:51:34.018312,109.9231
2025-10-16T16:51:34.034979,109.9222
2025-10-16T16:51:34.051646,109.9109
2025-10-16T16:51:34.068312,109.9698
2025-10-16T16:51:34.084979,109.8928
2025-10-16T16:51:34.101646,109.9432
2025-10-16T16:51:34.118312,109.9174
2025-10-16T16:51:34.134979,109.9186
2025-10-16T16:51:34.151646,109.9150
2025-10-16T16:51:34.168312,109.9316
2025-10-16T16:51:34.184979,109.9321
2025-10-16T16:51:34.201646,109.9340
2025-10-16T16:51:34.218312,109.9085
2025-10-16T16:51:34.234979,109.9181
2025-10-16T16:51:34.251646,109.9200
2025-10-16T16:51:34.268312,109.9048
2025-10-16T16:51:34.284979,109.9089
2025-10-16T16:51:34.301646,109.8963
2025-10-16T16:51:34.318312,109.9443
2025-10-16T16:51:34.334979,109.9169
2025-10-16T16:51:34.351646,109.9154
2025-10-16T16:51:34.368312,109.9099
2025-10-16T16:51:34.384979,109.9530
2025-10-16T16:51:34.401646,109.9309
2025-10-16T16:51:34.418312,109.9301
2025-10-16T16:51:34.434979,109.9092
2025-10-16T16:51:34.451646,109.9442
2025-10-16T16:51:34.468312,109.9327
2025-10-16T16:51:34.484979,109.9189
2025-10-16T16:51:34.501646,109.9397
2025-10-16T16:51:34.518312,109.9301
2025-10-16T16:51:34.534979,109.9431
2025-10-16T16:51:34.551646,109.9354
2025-10-16T16:51:34.568312,109.9277
2025-10-16T16:51:34.584979,109.9596
2025-10-16T16:51:34.601646,109.9149
2025-10-16T16:51:34.618312,109.9565
2025-10-16T16:51:34.634979,109.9243
2025-10-16T16:51:34.651646,109.9101
2025-10-16T16:51:34.668312,109.9101
2025-10-16T16:51:34.684979,109.9231
2025-10-16T16:51:34.701646,109.9121
2025-10-16T16:51:34.718312,109.9399
2025-10-16T16:51:34.734979,109.9417
2025-10-16T16:51:34.751646,109.9048
2025-10-16T16:51:34.768312,109.8972
2025-10-16T16:51:34.784979,109.8916
2025-10-16T16:51:34.801646,109.9661
2025-10-16T16:51:34.818312,109.9383
2025-10-16T16:51:34.834979,109.9319
2025-10-16T16:51:34.851646,109.9210
2025-10-16T16:51:34.868312,109.9125
2025-10-16T16:51:34.884979,109.9092
2025-10-16T16:51:34.901646,109.9100
2025-10-16T16:51:34.918312,109.9482
2025-10-16T16:51:34.934979,109.9287
2025-10-16T16:51:34.951646,109.9285
2025-10-16T16:51:34.968312,109.9431
2025-10-16T16:51:34.984979,109.9086
2025-10-16T16:51:35.001646,109.9473
2025-10-16T16:51:35.018312,109.9103
2025-10-16T16:51:35.034979,109.9510
2025-10-16T16:51:35.051646,109.9350
2025-10-16T16:51:35.068312,109.9506
2025-10-16T16:51:35.084979,109.8993
2025-10-16T16:51:35.101646,109.9118
2025-10-16T16:51:35.118312,109.9060
2025-10-16T16:51:35.134979,109.9140
2025-10-16T16:51:35.151646,109.9164
2025-10-16T16:51:35.168312,109.9282
2025-10-16T16:51:35.184979,109.9603
2025-10-16T16:51:35.201646,109.9435
2025-10-16T16:51:35.218312,109.9412
2025-10-16T16:51:35.234979,109.9230
2025-10-16T16:51:35.251646,109.9370
2025-10-16T16:51:35.268312,109.9285
2025-10-16T16:51:35.284979,109.9305
2025-10-16T16:51:35.301646,109.9230
2025-10-16T16:51:35.318312,109.8865
2025-10-16T16:51:35.334979,109.8979
2025-10-16T16:51:35.351646,109.9453
2025-10-16T16:51:35.368312,109.9244
2025-10-16T16:51:35.384979,109.9511
2025-10-16T16:51:35.401646,109.9122
2025-10-16T16:51:35.418312,109.9296
2025-10-16T16:51:35.434979,109.9061
2025-10-16T16:51:35.451646,109.9155
2025-10-16T16:51:35.468312,109.9518
2025-10-16T16:51:35.484979,109.9074
2025-10-16T16:51:35.501646,109.9111
2025-10-16T16:51:35.518312,109.9489
2025-10-16T16:51:35.534979,109.9324
2025-10-16T16:51:35.551646,109.9307
2025-10-16T16:51:35.568312,109.9250
2025-10-16T16:51:35.584979,109.9367
2025-10-16T16:51:35.601646,109.9371
2025-10-16T16:51:35.618312,109.9087
2025-10-16T16:51:35.634979,109.9102
2025-10-16T16:51:35.651646,109.9475
2025-10-16T16:51:35.668312,109.8963
2025-10-16T16:51:35.684979,109.9021
2025-10-16T16:51:35.701646,109.9618
2025-10-16T16:51:35.718312,109.9164
2025-10-16T16:51:35.734979,109.9432
2025-10-16T16:51:35.751646,109.9222
2025-10-16T16:51:35.768312,109.9188
2025-10-16T16:51:35.784979,109.9335
2025-10-16T16:51:35.801646,109.9426
2025-10-16T16:51:35.818312,109.9015
2025-10-16T16:51:35.834979,109.9200
2025-10-16T16:51:35.851646,109.9012
2025-10-16T16:51:35.868312,109.9576
2025-10-16T16:51:35.884979,109.9110
2025-10-16T16:51:35.901646,109.9034
2025-10-16T16:51:35.918312,109.9134
2025-10-16T16:51:35.934979,109.8988
2025-10-16T16:51:35.951646,109.9087
2025-10-16T16:51:35.968312,109.9162
2025-10-16T16:51:35.984979,109.9177
2025-10-16T16:51:36.001646,109.9211
2025-10-16T16:51:36.018312,109.9048
2025-10-16T16:51:36.034979,109.9298
2025-10-16T16:51:36.051646,109.9502
2025-10-16T16:51:36.068312,109.9201
2025-10-16T16:51:36.084979,109.9399
2025-10-16T16:51:36.101646,109.9163
2025-10-16T16:51:36.118312,109.9023
2025-10-16T16:51:36.134979,109.9512
2025-10-16T16:51:36.151646,109.9147
2025-10-16T16:51:36.168312,109.9112
2025-10-16T16:51:36.184979,109.9257
2025-10-16T16:51:36.201646,109.9341
2025-10-16T16:51:36.218312,109.8954
2025-10-16T16:51:36.234979,109.8952
2025-10-16T16:51:36.251646,109.9479
2025-10-16T16:51:36.268312,109.9219
2025-10-16T16:51:36.284979,109.9376
2025-10-16T16:51:36.301646,109.9460
2025-10-16T16:51:36.318312,109.9119
2025-10-16T16:51:36.334979,109.9124
2025-10-16T16:51:36.351646,109.9507
2025-10-16T16:51:36.368312,109.9429
2025-10-16T16:51:36.384979,109.9290
2025-10-16T16:51:36.401646,109.9049
2025-10-16T16:51:36.418312,109.9503
2025-10-16T16:51:36.434979,109.9123
2025-10-16T16:51:36.451646,109.9672
2025-10-16T16:51:36.468312,109.9021
2025-10-16T16:51:36.484979,109.9289
2025-10-16T16:51:36.501646,109.9012
2025-10-16T16:51:36.518312,109.9011
2025-10-16T16:51:36.534979,109.9360
2025-10-16T16:51:36.551646,109.9180
2025-10-16T16:51:36.568312,109.9244
2025-10-16T16:51:36.584979,109.9342
2025-10-16T16:51:36.601646,109.8918
2025-10-16T16:51:36.618312,109.9130
2025-10-16T16:51:36.634979,109.8890
2025-10-16T16:51:36.651646,109.9191
2025-10-16T16:51:36.668312,109.9448
2025-10-16T16:51:36.684979,109.9429
2025-10-16T16:51:36.701646,109.9485
2025-10-16T16:51:36.718312,109.9290
2025-10-16T16:51:36.734979,109.9249
2025-10-16T16:51:36.751646,109.8978
2025-10-16T16:51:36.768312,109.9300
2025-10-16T16:51:36.784979,109.9239
2025-10-16T16:51:36.801646,109.9337
2025-10-16T16:51:36.818312,109.9259
2025-10-16T16:51:36.834979,109.9276
2025-10-16T16:51:36.851646,109.9189
2025-10-16T16:51:36.868312,109.9238
2025-10-16T16:51:36.884979,109.9091
2025-10-16T16:51:36.901646,109.9259
2025-10-16T16:51:36.918312,109.9128
2025-10-16T16:51:36.934979,109.9441
2025-10-16T16:51:36.951646,109.9090
2025-10-16T16:51:36.968312,109.9154
2025-10-16T16:51:36.984979,109.9372
2025-10-16T16:51:37.001646,109.9076
2025-10-16T16:51:37.018312,109.9326
2025-10-16T16:51:37.034979,109.9173
2025-10-16T16:51:37.051646,109.9144
2025-10-16T16:51:37.068312,109.9117
2025-10-16T16:51:37.084979,109.9139
2025-10-16T16:51:37.101646,109.9123
2025-10-16T16:51:37.118312,109.9368
2025-10-16T16:51:37.134979,109.9222
2025-10-16T16:51:37.151646,109.9112
2025-10-16T16:51:37.168312,109.9214
2025-10-16T16:51:37.184979,109.9236
2025-10-16T16:51:37.201646,109.9074
2025-10-16T16:51:37.218312,109.9172
2025-10-16T16:51:37.234979,109.9545
2025-10-16T16:51:37.251646,109.9201
2025-10-16T16:51:37.268312,109.9239
2025-10-16T16:51:37.284979,109.9030
2025-10-16T16:51:37.301646,109.9225
2025-10-16T16:51:37.318312,109.9547
2025-10-16T16:51:37.334979,109.9404
2025-10-16T16:51:37.351646,109.9392
2025-10-16T16:51:37.368312,109.9111
2025-10-16T16:51:37.384979,109.9217
2025-10-16T16:51:37.401646,109.9164
2025-10-16T16:51:37.418312,109.9040
2025-10-16T16:51:37.434979,109.9298
2025-10-16T16:51:37.451646,109.9168
2025-10-16T16:51:37.468312,109.9488
2025-10-16T16:51:37.484979,109.9409
2025-10-16T16:51:37.501646,109.9345
2025-10-16T16:51:37.518312,109.9240
2025-10-16T16:51:37.534979,109.9106
2025-10-16T16:51:37.551646,109.9238
2025-10-16T16:51:37.568312,109.9081
2025-10-16T16:51:37.584979,109.9064
2025-10-16T16:51:37.601646,109.8964
2025-10-16T16:51:37.618312,109.9531
2025-10-16T16:51:37.634979,109.9133
2025-10-16T16:51:37.651646,109.9337
2025-10-16T16:51:37.668312,109.8999
2025-10-16T16:51:37.684979,109.9296
2025-10-16T16:51:37.701646,109.9166
2025-10-16T16:51:37.718312,109.9332
2025-10-16T16:51:37.734979,109.9170
2025-10-16T16:51:37.751646,109.8980
2025-10-16T16:51:37.768312,109.9112
2025-10-16T16:51:37.784979,109.9256
2025-10-16T16:51:37.801646,109.9392
2025-10-16T16:51:37.818312,109.9316
2025-10-16T16:51:37.834979,109.8926
2025-10-16T16:51:37.851646,109.8791
2025-10-16T16:51:37.868312,109.9040
2025-10-16T16:51:37.884979,109.8994
2025-10-16T16:51:37.901646,109.9111
2025-10-16T16:51:37.918312,109.9283
2025-10-16T16:51:37.934979,109.8888
2025-10-16T16:51:37.951646,109.8850
2025-10-16T16:51:37.968312,109.9288
2025-10-16T16:51:37.984979,109.9156
2025-10-16T16:51:38.001646,109.9248
2025-10-16T16:51:38.018312,109.9240
2025-10-16T16:51:38.034979,109.8854
2025-10-16T16:51:38.051646,109.9295
2025-10-16T16:51:38.068312,109.9464
2025-10-16T16:51:38.084979,109.9568
2025-10-16T16:51:38.101646,109.9386
2025-10-16T16:51:38.118312,109.9407
2025-10-16T16:51:38.134979,109.9161
2025-10-16T16:51:38.151646,109.9246
2025-10-16T16:51:38.168312,109.8862
2025-10-16T16:51:38.184979,109.9224
2025-10-16T16:51:38.201646,109.8830
2025-10-16T16:51:38.218312,109.9133
2025-10-16T16:51:38.234979,109.8794
2025-10-16T16:51:38.251646,109.9293
2025-10-16T16:51:38.268312,109.9187
