Timestamp,V_True_RMS
2025-10-16T16:14:41.343629,126.9418
2025-10-16T16:14:41.360296,126.9782
2025-10-16T16:14:41.376963,126.9464
2025-10-16T16:14:41.393629,126.9432
2025-10-16T16:14:41.410296,126.9718
2025-10-16T16:14:41.426963,126.9587
2025-10-16T16:14:41.443629,126.9287
2025-10-16T16:14:41.460296,126.9278
2025-10-16T16:14:41.476963,126.9358
2025-10-16T16:14:41.493629,126.9506
2025-10-16T16:14:41.510296,126.9543
2025-10-16T16:14:41.526963,126.9388
2025-10-16T16:14:41.543629,126.9700
2025-10-16T16:14:41.560296,126.9746
2025-10-16T16:14:41.576963,126.9360
2025-10-16T16:14:41.593629,126.9618
2025-10-16T16:14:41.610296,126.9549
2025-10-16T16:14:41.626963,126.9484
2025-10-16T16:14:41.643629,126.9803
2025-10-16T16:14:41.660296,126.9335
2025-10-16T16:14:41.676963,126.9761
2025-10-16T16:14:41.693629,126.9653
2025-10-16T16:14:41.710296,126.9393
2025-10-16T16:14:41.726963,126.9656
2025-10-16T16:14:41.743629,126.9363
2025-10-16T16:14:41.760296,126.9368
2025-10-16T16:14:41.776963,126.9357
2025-10-16T16:14:41.793629,126.9630
2025-10-16T16:14:41.810296,114.3068
2025-10-16T16:14:41.826963,109.9713
2025-10-16T16:14:41.843629,109.9557
2025-10-16T16:14:41.860296,109.9544
2025-10-16T16:14:41.876963,109.9561
2025-10-16T16:14:41.893629,109.9476
2025-10-16T16:14:41.910296,109.9362
2025-10-16T16:14:41.926963,109.9327
2025-10-16T16:14:41.943629,109.9567
2025-10-16T16:14:41.960296,109.9592
2025-10-16T16:14:41.976963,109.9587
2025-10-16T16:14:41.993629,109.9724
2025-10-16T16:14:42.010296,109.9311
2025-10-16T16:14:42.026963,109.9270
2025-10-16T16:14:42.043629,109.9432
2025-10-16T16:14:42.060296,109.9281
2025-10-16T16:14:42.076963,109.9583
2025-10-16T16:14:42.093629,109.9344
2025-10-16T16:14:42.110296,109.9365
2025-10-16T16:14:42.126963,109.9644
2025-10-16T16:14:42.143629,109.9440
2025-10-16T16:14:42.160296,109.9116
2025-10-16T16:14:42.176963,109.9459
2025-10-16T16:14:42.193629,109.9317
2025-10-16T16:14:42.210296,109.9410
2025-10-16T16:14:42.226963,109.9399
2025-10-16T16:14:42.243629,109.9470
2025-10-16T16:14:42.260296,109.9564
2025-10-16T16:14:42.276963,109.9447
2025-10-16T16:14:42.293629,109.9298
2025-10-16T16:14:42.310296,109.9312
2025-10-16T16:14:42.326963,109.9513
2025-10-16T16:14:42.343629,109.9402
2025-10-16T16:14:42.360296,109.9379
2025-10-16T16:14:42.376963,109.9459
2025-10-16T16:14:42.393629,109.9331
2025-10-16T16:14:42.410296,109.9362
2025-10-16T16:14:42.426963,109.9317
2025-10-16T16:14:42.443629,109.9310
2025-10-16T16:14:42.460296,109.9486
2025-10-16T16:14:42.476963,109.9371
2025-10-16T16:14:42.493629,109.9481
2025-10-16T16:14:42.510296,109.9770
2025-10-16T16:14:42.526963,109.9490
2025-10-16T16:14:42.543629,109.9546
2025-10-16T16:14:42.560296,109.9420
2025-10-16T16:14:42.576963,109.9626
2025-10-16T16:14:42.593629,109.9452
2025-10-16T16:14:42.610296,109.9341
2025-10-16T16:14:42.626963,109.9507
2025-10-16T16:14:42.643629,109.9457
2025-10-16T16:14:42.660296,109.9770
2025-10-16T16:14:42.676963,109.9628
2025-10-16T16:14:42.693629,109.9081
2025-10-16T16:14:42.710296,109.9570
2025-10-16T16:14:42.726963,109.9446
2025-10-16T16:14:42.743629,109.9301
2025-10-16T16:14:42.760296,109.9541
2025-10-16T16:14:42.776963,109.9286
2025-10-16T16:14:42.793629,109.9260
2025-10-16T16:14:42.810296,109.9287
2025-10-16T16:14:42.826963,109.9460
2025-10-16T16:14:42.843629,109.9443
2025-10-16T16:14:42.860296,109.9292
2025-10-16T16:14:42.876963,109.9511
2025-10-16T16:14:42.893629,109.9457
2025-10-16T16:14:42.910296,109.9472
2025-10-16T16:14:42.926963,109.9242
2025-10-16T16:14:42.943629,109.9155
2025-10-16T16:14:42.960296,109.9235
2025-10-16T16:14:42.976963,109.9461
2025-10-16T16:14:42.993629,109.9146
2025-10-16T16:14:43.010296,109.9289
2025-10-16T16:14:43.026963,109.9386
2025-10-16T16:14:43.043629,109.9638
2025-10-16T16:14:43.060296,109.9339
2025-10-16T16:14:43.076963,109.9105
